Tool;Model;RunIndex;PhaseName;MetricName;MetricValue
NMF;GeneratedI4O2Seed42.ttmodel;1;Load;Time;31419500
NMF;GeneratedI4O2Seed42.ttmodel;1;Load;Memory;77201408
NMF;GeneratedI4O2Seed42.ttmodel;1;Initial;Time;241524200
NMF;GeneratedI4O2Seed42.ttmodel;1;Initial;Memory;81264640
NMF;GeneratedI8O2Seed68.ttmodel;1;Initialization;Time;450501300
NMF;GeneratedI8O2Seed68.ttmodel;1;Initialization;Memory;75235328
NMF;GeneratedI8O2Seed68.ttmodel;1;Load;Time;108583000
NMF;GeneratedI8O2Seed68.ttmodel;1;Load;Memory;86507520
NMF;GeneratedI8O2Seed68.ttmodel;1;Initial;Time;1495299200
NMF;GeneratedI8O2Seed68.ttmodel;1;Initial;Memory;171048960
NMF;GeneratedI8O4Seed68.ttmodel;1;Initialization;Time;460884500
NMF;GeneratedI8O4Seed68.ttmodel;1;Initialization;Memory;75497472
NMF;GeneratedI8O4Seed68.ttmodel;1;Load;Time;149447900
NMF;GeneratedI8O4Seed68.ttmodel;1;Load;Memory;89522176
NMF;GeneratedI8O4Seed68.ttmodel;1;Initial;Time;1606683200
NMF;GeneratedI8O4Seed68.ttmodel;1;Initial;Memory;171048960
NMF;GeneratedI10O2Seed68.ttmodel;1;Initialization;Time;461373700
NMF;GeneratedI10O2Seed68.ttmodel;1;Initialization;Memory;75497472
NMF;GeneratedI10O2Seed68.ttmodel;1;Load;Time;489020700
NMF;GeneratedI10O2Seed68.ttmodel;1;Load;Memory;144048128
NMF;GeneratedI10O2Seed68.ttmodel;1;Initial;Time;5815274200
NMF;GeneratedI10O2Seed68.ttmodel;1;Initial;Memory;309534720
NMF;GeneratedI12O2Seed7634.ttmodel;1;Initialization;Time;477401000
NMF;GeneratedI12O2Seed7634.ttmodel;1;Initialization;Memory;75497472
NMF;GeneratedI12O2Seed7634.ttmodel;1;Load;Time;2069881200
NMF;GeneratedI12O2Seed7634.ttmodel;1;Load;Memory;201138176
NMF;GeneratedI12O2Seed7634.ttmodel;1;Initial;Time;39427432000
NMF;GeneratedI12O2Seed7634.ttmodel;1;Initial;Memory;859475968
NMF;GeneratedI14O4Seed7634.ttmodel;1;Initialization;Time;436323600
NMF;GeneratedI14O4Seed7634.ttmodel;1;Initialization;Memory;75759616
NMF;GeneratedI14O4Seed7634.ttmodel;1;Load;Time;7080448400
NMF;GeneratedI14O4Seed7634.ttmodel;1;Load;Memory;383016960
NMF;GeneratedI14O4Seed7634.ttmodel;1;Initial;Time;1554464070800
NMF;GeneratedI14O4Seed7634.ttmodel;1;Initial;Memory;1961533440
NMF_DisabledTieredPGO;GeneratedI4O2Seed42.ttmodel;1;Initialization;Time;681024900
NMF_DisabledTieredPGO;GeneratedI4O2Seed42.ttmodel;1;Initialization;Memory;75104256
NMF_DisabledTieredPGO;GeneratedI4O2Seed42.ttmodel;1;Load;Time;28878000
NMF_DisabledTieredPGO;GeneratedI4O2Seed42.ttmodel;1;Load;Memory;77201408
NMF_DisabledTieredPGO;GeneratedI4O2Seed42.ttmodel;1;Initial;Time;215881700
NMF_DisabledTieredPGO;GeneratedI4O2Seed42.ttmodel;1;Initial;Memory;81264640
NMF_DisabledTieredPGO;GeneratedI8O2Seed68.ttmodel;1;Initialization;Time;452455300
NMF_DisabledTieredPGO;GeneratedI8O2Seed68.ttmodel;1;Initialization;Memory;74711040
NMF_DisabledTieredPGO;GeneratedI8O2Seed68.ttmodel;1;Load;Time;103533500
NMF_DisabledTieredPGO;GeneratedI8O2Seed68.ttmodel;1;Load;Memory;86376448
NMF_DisabledTieredPGO;GeneratedI8O2Seed68.ttmodel;1;Initial;Time;1192125700
NMF_DisabledTieredPGO;GeneratedI8O2Seed68.ttmodel;1;Initial;Memory;170393600
NMF_DisabledTieredPGO;GeneratedI8O4Seed68.ttmodel;1;Initialization;Time;459590600
NMF_DisabledTieredPGO;GeneratedI8O4Seed68.ttmodel;1;Initialization;Memory;74973184
NMF_DisabledTieredPGO;GeneratedI8O4Seed68.ttmodel;1;Load;Time;114952900
NMF_DisabledTieredPGO;GeneratedI8O4Seed68.ttmodel;1;Load;Memory;89522176
NMF_DisabledTieredPGO;GeneratedI8O4Seed68.ttmodel;1;Initial;Time;1270188400
NMF_DisabledTieredPGO;GeneratedI8O4Seed68.ttmodel;1;Initial;Memory;170655744
NMF_DisabledTieredPGO;GeneratedI10O2Seed68.ttmodel;1;Initialization;Time;432407100
NMF_DisabledTieredPGO;GeneratedI10O2Seed68.ttmodel;1;Initialization;Memory;74711040
NMF_DisabledTieredPGO;GeneratedI10O2Seed68.ttmodel;1;Load;Time;478757300
NMF_DisabledTieredPGO;GeneratedI10O2Seed68.ttmodel;1;Load;Memory;142868480
NMF_DisabledTieredPGO;GeneratedI10O2Seed68.ttmodel;1;Initial;Time;5505066400
NMF_DisabledTieredPGO;GeneratedI10O2Seed68.ttmodel;1;Initial;Memory;307306496
NMF_DisabledTieredPGO;GeneratedI12O2Seed7634.ttmodel;1;Initialization;Time;435228700
NMF_DisabledTieredPGO;GeneratedI12O2Seed7634.ttmodel;1;Initialization;Memory;74973184
NMF_DisabledTieredPGO;GeneratedI12O2Seed7634.ttmodel;1;Load;Time;1595246500
NMF_DisabledTieredPGO;GeneratedI12O2Seed7634.ttmodel;1;Load;Memory;194314240
NMF_DisabledTieredPGO;GeneratedI12O2Seed7634.ttmodel;1;Initial;Time;39741676400
NMF_DisabledTieredPGO;GeneratedI12O2Seed7634.ttmodel;1;Initial;Memory;858107904
NMF_DisabledTieredPGO;GeneratedI14O4Seed7634.ttmodel;1;Initialization;Time;430358800
NMF_DisabledTieredPGO;GeneratedI14O4Seed7634.ttmodel;1;Initialization;Memory;75104256
NMF_DisabledTieredPGO;GeneratedI14O4Seed7634.ttmodel;1;Load;Time;7098140900
NMF_DisabledTieredPGO;GeneratedI14O4Seed7634.ttmodel;1;Load;Memory;380776448
NMF_DisabledTieredPGO;GeneratedI14O4Seed7634.ttmodel;1;Initial;Time;1397345385200
NMF_DisabledTieredPGO;GeneratedI14O4Seed7634.ttmodel;1;Initial;Memory;1997619200
NMF_MaxTypeChecks0;GeneratedI4O2Seed42.ttmodel;1;Initialization;Time;758859300
NMF_MaxTypeChecks0;GeneratedI4O2Seed42.ttmodel;1;Initialization;Memory;75235328
NMF_MaxTypeChecks0;GeneratedI4O2Seed42.ttmodel;1;Load;Time;31294600
NMF_MaxTypeChecks0;GeneratedI4O2Seed42.ttmodel;1;Load;Memory;76939264
NMF_MaxTypeChecks0;GeneratedI4O2Seed42.ttmodel;1;Initial;Time;236535000
NMF_MaxTypeChecks0;GeneratedI4O2Seed42.ttmodel;1;Initial;Memory;81133568
NMF_MaxTypeChecks0;GeneratedI8O2Seed68.ttmodel;1;Initialization;Time;444791300
NMF_MaxTypeChecks0;GeneratedI8O2Seed68.ttmodel;1;Initialization;Memory;75497472
NMF_MaxTypeChecks0;GeneratedI8O2Seed68.ttmodel;1;Load;Time;109678700
NMF_MaxTypeChecks0;GeneratedI8O2Seed68.ttmodel;1;Load;Memory;86769664
NMF_MaxTypeChecks0;GeneratedI8O2Seed68.ttmodel;1;Initial;Time;1451059800
NMF_MaxTypeChecks0;GeneratedI8O2Seed68.ttmodel;1;Initial;Memory;170786816
NMF_MaxTypeChecks0;GeneratedI8O4Seed68.ttmodel;1;Initialization;Time;417651800
NMF_MaxTypeChecks0;GeneratedI8O4Seed68.ttmodel;1;Initialization;Memory;75497472
NMF_MaxTypeChecks0;GeneratedI8O4Seed68.ttmodel;1;Load;Time;125823600
NMF_MaxTypeChecks0;GeneratedI8O4Seed68.ttmodel;1;Load;Memory;89522176
NMF_MaxTypeChecks0;GeneratedI8O4Seed68.ttmodel;1;Initial;Time;1501193700
NMF_MaxTypeChecks0;GeneratedI8O4Seed68.ttmodel;1;Initial;Memory;170786816
NMF_MaxTypeChecks0;GeneratedI10O2Seed68.ttmodel;1;Initialization;Time;453906400
NMF_MaxTypeChecks0;GeneratedI10O2Seed68.ttmodel;1;Initialization;Memory;75366400
NMF_MaxTypeChecks0;GeneratedI10O2Seed68.ttmodel;1;Load;Time;494998000
NMF_MaxTypeChecks0;GeneratedI10O2Seed68.ttmodel;1;Load;Memory;143523840
NMF_MaxTypeChecks0;GeneratedI10O2Seed68.ttmodel;1;Initial;Time;5524076600
NMF_MaxTypeChecks0;GeneratedI10O2Seed68.ttmodel;1;Initial;Memory;307986432
NMF_MaxTypeChecks0;GeneratedI12O2Seed7634.ttmodel;1;Initialization;Time;438518400
NMF_MaxTypeChecks0;GeneratedI12O2Seed7634.ttmodel;1;Initialization;Memory;75497472
NMF_MaxTypeChecks0;GeneratedI12O2Seed7634.ttmodel;1;Load;Time;1854969300
NMF_MaxTypeChecks0;GeneratedI12O2Seed7634.ttmodel;1;Load;Memory;195297280
NMF_MaxTypeChecks0;GeneratedI12O2Seed7634.ttmodel;1;Initial;Time;38959696900
NMF_MaxTypeChecks0;GeneratedI12O2Seed7634.ttmodel;1;Initial;Memory;859447296
NMF_MaxTypeChecks0;GeneratedI14O4Seed7634.ttmodel;1;Initialization;Time;425061200
NMF_MaxTypeChecks0;GeneratedI14O4Seed7634.ttmodel;1;Initialization;Memory;75759616
NMF_MaxTypeChecks0;GeneratedI14O4Seed7634.ttmodel;1;Load;Time;6837825800
NMF_MaxTypeChecks0;GeneratedI14O4Seed7634.ttmodel;1;Load;Memory;373768192
NMF_MaxTypeChecks0;GeneratedI14O4Seed7634.ttmodel;1;Initial;Time;1303272847600
NMF_MaxTypeChecks0;GeneratedI14O4Seed7634.ttmodel;1;Initial;Memory;1929502720
NMF_MaxTypeChecks1;GeneratedI4O2Seed42.ttmodel;1;Initialization;Time;760330500
NMF_MaxTypeChecks1;GeneratedI4O2Seed42.ttmodel;1;Initialization;Memory;75366400
NMF_MaxTypeChecks1;GeneratedI4O2Seed42.ttmodel;1;Load;Time;29700600
NMF_MaxTypeChecks1;GeneratedI4O2Seed42.ttmodel;1;Load;Memory;76939264
NMF_MaxTypeChecks1;GeneratedI4O2Seed42.ttmodel;1;Initial;Time;222482100
NMF_MaxTypeChecks1;GeneratedI4O2Seed42.ttmodel;1;Initial;Memory;81002496
NMF_MaxTypeChecks1;GeneratedI8O2Seed68.ttmodel;1;Initialization;Time;428112000
NMF_MaxTypeChecks1;GeneratedI8O2Seed68.ttmodel;1;Initialization;Memory;75366400
NMF_MaxTypeChecks1;GeneratedI8O2Seed68.ttmodel;1;Load;Time;110676900
NMF_MaxTypeChecks1;GeneratedI8O2Seed68.ttmodel;1;Load;Memory;86900736
NMF_MaxTypeChecks1;GeneratedI8O2Seed68.ttmodel;1;Initial;Time;1453303200
NMF_MaxTypeChecks1;GeneratedI8O2Seed68.ttmodel;1;Initial;Memory;170917888
NMF_MaxTypeChecks1;GeneratedI8O4Seed68.ttmodel;1;Initialization;Time;435717000
NMF_MaxTypeChecks1;GeneratedI8O4Seed68.ttmodel;1;Initialization;Memory;75497472
NMF_MaxTypeChecks1;GeneratedI8O4Seed68.ttmodel;1;Load;Time;130182800
NMF_MaxTypeChecks1;GeneratedI8O4Seed68.ttmodel;1;Load;Memory;89522176
NMF_MaxTypeChecks1;GeneratedI8O4Seed68.ttmodel;1;Initial;Time;1401018500
NMF_MaxTypeChecks1;GeneratedI8O4Seed68.ttmodel;1;Initial;Memory;170524672
NMF_MaxTypeChecks1;GeneratedI10O2Seed68.ttmodel;1;Initialization;Time;444480200
NMF_MaxTypeChecks1;GeneratedI10O2Seed68.ttmodel;1;Initialization;Memory;75628544
NMF_MaxTypeChecks1;GeneratedI10O2Seed68.ttmodel;1;Load;Time;486956200
NMF_MaxTypeChecks1;GeneratedI10O2Seed68.ttmodel;1;Load;Memory;144441344
NMF_MaxTypeChecks1;GeneratedI10O2Seed68.ttmodel;1;Initial;Time;5598249200
NMF_MaxTypeChecks1;GeneratedI10O2Seed68.ttmodel;1;Initial;Memory;309571584
NMF_MaxTypeChecks1;GeneratedI12O2Seed7634.ttmodel;1;Initialization;Time;413387300
NMF_MaxTypeChecks1;GeneratedI12O2Seed7634.ttmodel;1;Initialization;Memory;75366400
NMF_MaxTypeChecks1;GeneratedI12O2Seed7634.ttmodel;1;Load;Time;1867332700
NMF_MaxTypeChecks1;GeneratedI12O2Seed7634.ttmodel;1;Load;Memory;201252864
NMF_MaxTypeChecks1;GeneratedI12O2Seed7634.ttmodel;1;Initial;Time;39462479000
NMF_MaxTypeChecks1;GeneratedI12O2Seed7634.ttmodel;1;Initial;Memory;859467776
NMF_MaxTypeChecks1;GeneratedI14O4Seed7634.ttmodel;1;Initialization;Time;461425700
NMF_MaxTypeChecks1;GeneratedI14O4Seed7634.ttmodel;1;Initialization;Memory;75366400
NMF_MaxTypeChecks1;GeneratedI14O4Seed7634.ttmodel;1;Load;Time;6841212600
NMF_MaxTypeChecks1;GeneratedI14O4Seed7634.ttmodel;1;Load;Memory;383070208
NMF_MaxTypeChecks1;GeneratedI14O4Seed7634.ttmodel;1;Initial;Time;1618457683400
NMF_MaxTypeChecks1;GeneratedI14O4Seed7634.ttmodel;1;Initial;Memory;1956421632
NMF_MaxTypeChecks2;GeneratedI4O2Seed42.ttmodel;1;Initialization;Time;683516800
NMF_MaxTypeChecks2;GeneratedI4O2Seed42.ttmodel;1;Initialization;Memory;75104256
NMF_MaxTypeChecks2;GeneratedI4O2Seed42.ttmodel;1;Load;Time;28077000
NMF_MaxTypeChecks2;GeneratedI4O2Seed42.ttmodel;1;Load;Memory;76808192
NMF_MaxTypeChecks2;GeneratedI4O2Seed42.ttmodel;1;Initial;Time;217288500
NMF_MaxTypeChecks2;GeneratedI4O2Seed42.ttmodel;1;Initial;Memory;81002496
NMF_MaxTypeChecks2;GeneratedI8O2Seed68.ttmodel;1;Initialization;Time;468779000
NMF_MaxTypeChecks2;GeneratedI8O2Seed68.ttmodel;1;Initialization;Memory;75366400
NMF_MaxTypeChecks2;GeneratedI8O2Seed68.ttmodel;1;Load;Time;105341200
NMF_MaxTypeChecks2;GeneratedI8O2Seed68.ttmodel;1;Load;Memory;87031808
NMF_MaxTypeChecks2;GeneratedI8O2Seed68.ttmodel;1;Initial;Time;1492256600
NMF_MaxTypeChecks2;GeneratedI8O2Seed68.ttmodel;1;Initial;Memory;170655744
NMF_MaxTypeChecks2;GeneratedI8O4Seed68.ttmodel;1;Initialization;Time;470061800
NMF_MaxTypeChecks2;GeneratedI8O4Seed68.ttmodel;1;Initialization;Memory;75497472
NMF_MaxTypeChecks2;GeneratedI8O4Seed68.ttmodel;1;Load;Time;126856700
NMF_MaxTypeChecks2;GeneratedI8O4Seed68.ttmodel;1;Load;Memory;89653248
NMF_MaxTypeChecks2;GeneratedI8O4Seed68.ttmodel;1;Initial;Time;1564614500
NMF_MaxTypeChecks2;GeneratedI8O4Seed68.ttmodel;1;Initial;Memory;170917888
NMF_MaxTypeChecks2;GeneratedI10O2Seed68.ttmodel;1;Initialization;Time;467559300
NMF_MaxTypeChecks2;GeneratedI10O2Seed68.ttmodel;1;Initialization;Memory;75497472
NMF_MaxTypeChecks2;GeneratedI10O2Seed68.ttmodel;1;Load;Time;498605700
NMF_MaxTypeChecks2;GeneratedI10O2Seed68.ttmodel;1;Load;Memory;144310272
NMF_MaxTypeChecks2;GeneratedI10O2Seed68.ttmodel;1;Initial;Time;5741538500
NMF_MaxTypeChecks2;GeneratedI10O2Seed68.ttmodel;1;Initial;Memory;309248000
NMF_MaxTypeChecks2;GeneratedI12O2Seed7634.ttmodel;1;Initialization;Time;498871200
NMF_MaxTypeChecks2;GeneratedI12O2Seed7634.ttmodel;1;Initialization;Memory;75628544
NMF_MaxTypeChecks2;GeneratedI12O2Seed7634.ttmodel;1;Load;Time;1939985500
NMF_MaxTypeChecks2;GeneratedI12O2Seed7634.ttmodel;1;Load;Memory;201797632
NMF_MaxTypeChecks2;GeneratedI12O2Seed7634.ttmodel;1;Initial;Time;40634793300
NMF_MaxTypeChecks2;GeneratedI12O2Seed7634.ttmodel;1;Initial;Memory;859848704
NMF_MaxTypeChecks2;GeneratedI14O4Seed7634.ttmodel;1;Initialization;Time;445358700
NMF_MaxTypeChecks2;GeneratedI14O4Seed7634.ttmodel;1;Initialization;Memory;75628544
NMF_MaxTypeChecks2;GeneratedI14O4Seed7634.ttmodel;1;Load;Time;7171345900
NMF_MaxTypeChecks2;GeneratedI14O4Seed7634.ttmodel;1;Load;Memory;383692800
NMF_MaxTypeChecks2;GeneratedI14O4Seed7634.ttmodel;1;Initial;Time;1604630675900
NMF_MaxTypeChecks2;GeneratedI14O4Seed7634.ttmodel;1;Initial;Memory;1995255808
NMF_MaxTypeChecks3;GeneratedI4O2Seed42.ttmodel;1;Initialization;Time;687691800
NMF_MaxTypeChecks3;GeneratedI4O2Seed42.ttmodel;1;Initialization;Memory;75366400
NMF_MaxTypeChecks3;GeneratedI4O2Seed42.ttmodel;1;Load;Time;28793200
NMF_MaxTypeChecks3;GeneratedI4O2Seed42.ttmodel;1;Load;Memory;76808192
NMF_MaxTypeChecks3;GeneratedI4O2Seed42.ttmodel;1;Initial;Time;226248300
NMF_MaxTypeChecks3;GeneratedI4O2Seed42.ttmodel;1;Initial;Memory;80871424
NMF_MaxTypeChecks3;GeneratedI8O2Seed68.ttmodel;1;Initialization;Time;461407700
NMF_MaxTypeChecks3;GeneratedI8O2Seed68.ttmodel;1;Initialization;Memory;75104256
NMF_MaxTypeChecks3;GeneratedI8O2Seed68.ttmodel;1;Load;Time;110843400
NMF_MaxTypeChecks3;GeneratedI8O2Seed68.ttmodel;1;Load;Memory;86638592
NMF_MaxTypeChecks3;GeneratedI8O2Seed68.ttmodel;1;Initial;Time;1532726400
NMF_MaxTypeChecks3;GeneratedI8O2Seed68.ttmodel;1;Initial;Memory;170524672
NMF_MaxTypeChecks3;GeneratedI8O4Seed68.ttmodel;1;Initialization;Time;455220000
NMF_MaxTypeChecks3;GeneratedI8O4Seed68.ttmodel;1;Initialization;Memory;75366400
NMF_MaxTypeChecks3;GeneratedI8O4Seed68.ttmodel;1;Load;Time;130359900
NMF_MaxTypeChecks3;GeneratedI8O4Seed68.ttmodel;1;Load;Memory;89391104
NMF_MaxTypeChecks3;GeneratedI8O4Seed68.ttmodel;1;Initial;Time;1522630400
NMF_MaxTypeChecks3;GeneratedI8O4Seed68.ttmodel;1;Initial;Memory;170917888
NMF_MaxTypeChecks3;GeneratedI10O2Seed68.ttmodel;1;Initialization;Time;469379100
NMF_MaxTypeChecks3;GeneratedI10O2Seed68.ttmodel;1;Initialization;Memory;75366400
NMF_MaxTypeChecks3;GeneratedI10O2Seed68.ttmodel;1;Load;Time;477590900
NMF_MaxTypeChecks3;GeneratedI10O2Seed68.ttmodel;1;Load;Memory;144310272
NMF_MaxTypeChecks3;GeneratedI10O2Seed68.ttmodel;1;Initial;Time;5800262300
NMF_MaxTypeChecks3;GeneratedI10O2Seed68.ttmodel;1;Initial;Memory;308920320
NMF_MaxTypeChecks3;GeneratedI12O2Seed7634.ttmodel;1;Initialization;Time;469411000
NMF_MaxTypeChecks3;GeneratedI12O2Seed7634.ttmodel;1;Initialization;Memory;75497472
NMF_MaxTypeChecks3;GeneratedI12O2Seed7634.ttmodel;1;Load;Time;1931374700
NMF_MaxTypeChecks3;GeneratedI12O2Seed7634.ttmodel;1;Load;Memory;201261056
NMF_MaxTypeChecks3;GeneratedI12O2Seed7634.ttmodel;1;Initial;Time;39625308800
NMF_MaxTypeChecks3;GeneratedI12O2Seed7634.ttmodel;1;Initial;Memory;863444992
NMF_MaxTypeChecks3;GeneratedI14O4Seed7634.ttmodel;1;Initialization;Time;460918700
NMF_MaxTypeChecks3;GeneratedI14O4Seed7634.ttmodel;1;Initialization;Memory;75366400
NMF_MaxTypeChecks3;GeneratedI14O4Seed7634.ttmodel;1;Load;Time;7095491800
NMF_MaxTypeChecks3;GeneratedI14O4Seed7634.ttmodel;1;Load;Memory;383094784
NMF_MaxTypeChecks3;GeneratedI14O4Seed7634.ttmodel;1;Initial;Time;1538253371700
NMF_MaxTypeChecks3;GeneratedI14O4Seed7634.ttmodel;1;Initial;Memory;2058817536
NMF_MaxTypeChecks4;GeneratedI4O2Seed42.ttmodel;1;Initialization;Time;685919000
NMF_MaxTypeChecks4;GeneratedI4O2Seed42.ttmodel;1;Initialization;Memory;75497472
NMF_MaxTypeChecks4;GeneratedI4O2Seed42.ttmodel;1;Load;Time;31159500
NMF_MaxTypeChecks4;GeneratedI4O2Seed42.ttmodel;1;Load;Memory;77332480
NMF_MaxTypeChecks4;GeneratedI4O2Seed42.ttmodel;1;Initial;Time;270497400
NMF_MaxTypeChecks4;GeneratedI4O2Seed42.ttmodel;1;Initial;Memory;81395712
NMF_MaxTypeChecks4;GeneratedI8O2Seed68.ttmodel;1;Initialization;Time;551949700
NMF_MaxTypeChecks4;GeneratedI8O2Seed68.ttmodel;1;Initialization;Memory;75235328
NMF_MaxTypeChecks4;GeneratedI8O2Seed68.ttmodel;1;Load;Time;153106900
NMF_MaxTypeChecks4;GeneratedI8O2Seed68.ttmodel;1;Load;Memory;86638592
NMF_MaxTypeChecks4;GeneratedI8O2Seed68.ttmodel;1;Initial;Time;1738099200
NMF_MaxTypeChecks4;GeneratedI8O2Seed68.ttmodel;1;Initial;Memory;170917888
NMF_MaxTypeChecks4;GeneratedI8O4Seed68.ttmodel;1;Initialization;Time;474465900
NMF_MaxTypeChecks4;GeneratedI8O4Seed68.ttmodel;1;Initialization;Memory;75497472
NMF_MaxTypeChecks4;GeneratedI8O4Seed68.ttmodel;1;Load;Time;134414100
NMF_MaxTypeChecks4;GeneratedI8O4Seed68.ttmodel;1;Load;Memory;89653248
NMF_MaxTypeChecks4;GeneratedI8O4Seed68.ttmodel;1;Initial;Time;1496464300
NMF_MaxTypeChecks4;GeneratedI8O4Seed68.ttmodel;1;Initial;Memory;170917888
NMF_MaxTypeChecks4;GeneratedI10O2Seed68.ttmodel;1;Initialization;Time;460534400
NMF_MaxTypeChecks4;GeneratedI10O2Seed68.ttmodel;1;Initialization;Memory;75497472
NMF_MaxTypeChecks4;GeneratedI10O2Seed68.ttmodel;1;Load;Time;476428400
NMF_MaxTypeChecks4;GeneratedI10O2Seed68.ttmodel;1;Load;Memory;144703488
NMF_MaxTypeChecks4;GeneratedI10O2Seed68.ttmodel;1;Initial;Time;5613385200
NMF_MaxTypeChecks4;GeneratedI10O2Seed68.ttmodel;1;Initial;Memory;309133312
NMF_MaxTypeChecks4;GeneratedI12O2Seed7634.ttmodel;1;Initialization;Time;666049300
NMF_MaxTypeChecks4;GeneratedI12O2Seed7634.ttmodel;1;Initialization;Memory;75628544
NMF_MaxTypeChecks4;GeneratedI12O2Seed7634.ttmodel;1;Load;Time;1881048700
NMF_MaxTypeChecks4;GeneratedI12O2Seed7634.ttmodel;1;Load;Memory;201371648
NMF_MaxTypeChecks4;GeneratedI12O2Seed7634.ttmodel;1;Initial;Time;38872298600
NMF_MaxTypeChecks4;GeneratedI12O2Seed7634.ttmodel;1;Initial;Memory;863170560
NMF_MaxTypeChecks4;GeneratedI14O4Seed7634.ttmodel;1;Initialization;Time;442242200
NMF_MaxTypeChecks4;GeneratedI14O4Seed7634.ttmodel;1;Initialization;Memory;75366400
NMF_MaxTypeChecks4;GeneratedI14O4Seed7634.ttmodel;1;Load;Time;6972883900
NMF_MaxTypeChecks4;GeneratedI14O4Seed7634.ttmodel;1;Load;Memory;383426560
NMF_MaxTypeChecks4;GeneratedI14O4Seed7634.ttmodel;1;Initial;Time;1573800650900
NMF_MaxTypeChecks4;GeneratedI14O4Seed7634.ttmodel;1;Initial;Memory;2049441792
NMF_MaxTypeChecks5;GeneratedI4O2Seed42.ttmodel;1;Initialization;Time;693920900
NMF_MaxTypeChecks5;GeneratedI4O2Seed42.ttmodel;1;Initialization;Memory;75497472
NMF_MaxTypeChecks5;GeneratedI4O2Seed42.ttmodel;1;Load;Time;28606600
NMF_MaxTypeChecks5;GeneratedI4O2Seed42.ttmodel;1;Load;Memory;77201408
NMF_MaxTypeChecks5;GeneratedI4O2Seed42.ttmodel;1;Initial;Time;228133500
NMF_MaxTypeChecks5;GeneratedI4O2Seed42.ttmodel;1;Initial;Memory;81264640
NMF_MaxTypeChecks5;GeneratedI8O2Seed68.ttmodel;1;Initialization;Time;456770600
NMF_MaxTypeChecks5;GeneratedI8O2Seed68.ttmodel;1;Initialization;Memory;75366400
NMF_MaxTypeChecks5;GeneratedI8O2Seed68.ttmodel;1;Load;Time;109099400
NMF_MaxTypeChecks5;GeneratedI8O2Seed68.ttmodel;1;Load;Memory;87031808
NMF_MaxTypeChecks5;GeneratedI8O2Seed68.ttmodel;1;Initial;Time;1459362600
NMF_MaxTypeChecks5;GeneratedI8O2Seed68.ttmodel;1;Initial;Memory;170917888
NMF_MaxTypeChecks5;GeneratedI8O4Seed68.ttmodel;1;Initialization;Time;460284200
NMF_MaxTypeChecks5;GeneratedI8O4Seed68.ttmodel;1;Initialization;Memory;75497472
NMF_MaxTypeChecks5;GeneratedI8O4Seed68.ttmodel;1;Load;Time;122609300
NMF_MaxTypeChecks5;GeneratedI8O4Seed68.ttmodel;1;Load;Memory;89653248
NMF_MaxTypeChecks5;GeneratedI8O4Seed68.ttmodel;1;Initial;Time;1503743600
NMF_MaxTypeChecks5;GeneratedI8O4Seed68.ttmodel;1;Initial;Memory;171048960
NMF_MaxTypeChecks5;GeneratedI10O2Seed68.ttmodel;1;Initialization;Time;446965900
NMF_MaxTypeChecks5;GeneratedI10O2Seed68.ttmodel;1;Initialization;Memory;75497472
NMF_MaxTypeChecks5;GeneratedI10O2Seed68.ttmodel;1;Load;Time;502626800
NMF_MaxTypeChecks5;GeneratedI10O2Seed68.ttmodel;1;Load;Memory;144703488
NMF_MaxTypeChecks5;GeneratedI10O2Seed68.ttmodel;1;Initial;Time;5679828700
NMF_MaxTypeChecks5;GeneratedI10O2Seed68.ttmodel;1;Initial;Memory;309280768
NMF_MaxTypeChecks5;GeneratedI12O2Seed7634.ttmodel;1;Initialization;Time;476204400
NMF_MaxTypeChecks5;GeneratedI12O2Seed7634.ttmodel;1;Initialization;Memory;75497472
NMF_MaxTypeChecks5;GeneratedI12O2Seed7634.ttmodel;1;Load;Time;2045723700
NMF_MaxTypeChecks5;GeneratedI12O2Seed7634.ttmodel;1;Load;Memory;201273344
NMF_MaxTypeChecks5;GeneratedI12O2Seed7634.ttmodel;1;Initial;Time;39438329600
NMF_MaxTypeChecks5;GeneratedI12O2Seed7634.ttmodel;1;Initial;Memory;859422720
NMF_MaxTypeChecks5;GeneratedI14O4Seed7634.ttmodel;1;Initialization;Time;440518700
NMF_MaxTypeChecks5;GeneratedI14O4Seed7634.ttmodel;1;Initialization;Memory;75104256
NMF_MaxTypeChecks5;GeneratedI14O4Seed7634.ttmodel;1;Load;Time;6952172300
NMF_MaxTypeChecks5;GeneratedI14O4Seed7634.ttmodel;1;Load;Memory;382734336
NMF_MaxTypeChecks5;GeneratedI14O4Seed7634.ttmodel;1;Initial;Time;1643164125500
NMF_MaxTypeChecks5;GeneratedI14O4Seed7634.ttmodel;1;Initial;Memory;1971675136
NMF;GeneratedI4O2Seed42.ttmodel;2;Initialization;Time;661575700
NMF;GeneratedI4O2Seed42.ttmodel;2;Initialization;Memory;75366400
NMF;GeneratedI4O2Seed42.ttmodel;2;Load;Time;34025500
NMF;GeneratedI4O2Seed42.ttmodel;2;Load;Memory;76808192
NMF;GeneratedI4O2Seed42.ttmodel;2;Initial;Time;231694800
NMF;GeneratedI4O2Seed42.ttmodel;2;Initial;Memory;81002496
NMF;GeneratedI8O2Seed68.ttmodel;2;Initialization;Time;432104000
NMF;GeneratedI8O2Seed68.ttmodel;2;Initialization;Memory;75628544
